Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.144.peg.1950	CDS	PH63_1	2074779	2073850	-3	-	930	NAD kinase (EC 2.7.1.23)	NAD and NADP cofactor biosynthesis global	 	 
fig|1873.144.peg.1951	CDS	PH63_1	2074986	2075774	3	+	789	mannose-1-phosphate guanyltransferase	- none -	 	 
fig|1873.144.peg.1952	CDS	PH63_1	2075786	2076793	2	+	1008	UDP-glucose 4-epimerase (EC 5.1.3.2)	Lactose and Galactose Uptake and Utilization; <br>N-linked Glycosylation in Bacteria; <br>Rhamnose containing glycans	 	 
fig|1873.144.peg.1953	CDS	PH63_1	2076864	2077850	3	+	987	UDP-glucose 4-epimerase (EC 5.1.3.2)	Lactose and Galactose Uptake and Utilization; <br>N-linked Glycosylation in Bacteria; <br>Rhamnose containing glycans	 	 
fig|1873.144.peg.1954	CDS	PH63_1	2077860	2078846	3	+	987	hypothetical protein	- none -	 	 
fig|1873.144.peg.1955	CDS	PH63_1	2080169	2078862	-2	-	1308	hypothetical protein	- none -	 	 
fig|1873.144.peg.1956	CDS	PH63_1	2080339	2080166	-1	-	174	hypothetical protein	- none -	 	 
fig|1873.144.peg.1957	CDS	PH63_1	2080404	2080532	3	+	129	hypothetical protein	- none -	 	 
fig|1873.144.peg.1958	CDS	PH63_1	2080704	2082281	3	+	1578	hypothetical protein	- none -	 	 
fig|1873.144.peg.1959	CDS	PH63_1	2083501	2082290	-1	-	1212	hypothetical protein	- none -	 	 
fig|1873.144.peg.1960	CDS	PH63_1	2084736	2083534	-3	-	1203	Glycosyltransferase	- none -	 	 
fig|1873.144.peg.1961	CDS	PH63_1	2085959	2084733	-2	-	1227	Glycosyl transferase, group 1	- none -	 	 
fig|1873.144.peg.1962	CDS	PH63_1	2087870	2085999	-2	-	1872	UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.135)	- none -	 	 
fig|1873.144.peg.1963	CDS	PH63_1	2088664	2088020	-1	-	645	Acetyltransferase	- none -	 	 
fig|1873.144.peg.1964	CDS	PH63_1	2089809	2088661	-3	-	1149	4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	N-linked Glycosylation in Bacteria	 	 
fig|1873.144.peg.1965	CDS	PH63_1	2090525	2089806	-2	-	720	Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	N-linked Glycosylation in Bacteria	 	 
fig|1873.144.peg.1966	CDS	PH63_1	2090757	2091716	3	+	960	Integral membrane protein	- none -	 	 
fig|1873.144.peg.1967	CDS	PH63_1	2092229	2091795	-2	-	435	hypothetical protein	- none -	 	 
fig|1873.144.peg.1968	CDS	PH63_1	2095370	2092713	-2	-	2658	Transcription accessory protein (S1 RNA-binding domain)	Transcription factors bacterial	 	 
fig|1873.144.peg.1969	CDS	PH63_1	2095381	2096880	1	+	1500	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	- none -	 	 
fig|1873.144.peg.1970	CDS	PH63_1	2098055	2096910	-2	-	1146	Uncharacterized protein Mb0930 precursor	- none -	 	 
fig|1873.144.peg.1971	CDS	PH63_1	2099165	2098164	-2	-	1002	beta-lactamase-like protein	- none -	 	 
fig|1873.144.peg.1972	CDS	PH63_1	2100196	2099252	-1	-	945	Putative oxidoreductase	- none -	 	 
fig|1873.144.peg.1973	CDS	PH63_1	2101377	2100193	-3	-	1185	Threonine dehydrogenase and related Zn-dependent dehydrogenases	Threonine degradation	 	 
fig|1873.144.peg.1974	CDS	PH63_1	2102733	2101969	-3	-	765	Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)	- none -	 	 
fig|1873.144.peg.1975	CDS	PH63_1	2104667	2102730	-2	-	1938	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	- none -	 	 
fig|1873.144.peg.1976	CDS	PH63_1	2105301	2104669	-3	-	633	Succinate dehydrogenase cytochrome b subunit	- none -	 	 
fig|1873.144.peg.1977	CDS	PH63_1	2105436	2106365	3	+	930	Transcriptional regulator, LysR family	- none -	 	 
fig|1873.144.peg.1978	CDS	PH63_1	2106442	2107794	1	+	1353	hypothetical protein	- none -	 	 
fig|1873.144.peg.1979	CDS	PH63_1	2112007	2107814	-1	-	4194	ATP-dependent helicase HrpA	- none -	 	 
fig|1873.144.peg.1980	CDS	PH63_1	2112024	2112458	3	+	435	Cytidine deaminase (EC 3.5.4.5)	pyrimidine conversions	 	 
fig|1873.144.peg.1981	CDS	PH63_1	2112884	2112561	-2	-	324	hypothetical protein	- none -	 	 
fig|1873.144.peg.1982	CDS	PH63_1	2113379	2113020	-2	-	360	FIG00815636: hypothetical protein	- none -	 	 
fig|1873.144.peg.1983	CDS	PH63_1	2113534	2114580	1	+	1047	hypothetical protein	- none -	 	 
fig|1873.144.peg.1984	CDS	PH63_1	2114577	2115668	3	+	1092	transport system permease protein	- none -	 	 
fig|1873.144.peg.1985	CDS	PH63_1	2115694	2116542	1	+	849	ABC-type Fe3+-siderophore transport system, ATPase component	Siderophore assembly kit	 	 
fig|1873.144.peg.1986	CDS	PH63_1	2116542	2117486	3	+	945	Siderophore staphylobactin ABC transporter, substrate-binding protein SirA, putative @ ABC-type Fe3+-siderophore transport system, periplasmic iron-binding component	Siderophore assembly kit	 	 
fig|1873.144.peg.1987	CDS	PH63_1	2118590	2117508	-2	-	1083	stress response protein	- none -	 	 
fig|1873.144.peg.1988	CDS	PH63_1	2120444	2118660	-2	-	1785	Putative glycosyltransferase	- none -	 	 
fig|1873.144.peg.1989	CDS	PH63_1	2121214	2120570	-1	-	645	hypothetical protein	- none -	 	 
fig|1873.144.peg.1990	CDS	PH63_1	2121620	2121778	2	+	159	hypothetical protein	- none -	 	 
fig|1873.144.peg.1991	CDS	PH63_1	2121783	2123939	3	+	2157	Superfamily I DNA and RNA helicases	- none -	 	 
fig|1873.144.peg.1992	CDS	PH63_1	2125314	2123944	-3	-	1371	hypothetical protein	- none -	 	 
fig|1873.144.peg.1993	CDS	PH63_1	2128178	2125674	-2	-	2505	Putative helicase	- none -	 	 
fig|1873.144.peg.1994	CDS	PH63_1	2128999	2128289	-1	-	711	tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)	- none -	 	 
fig|1873.144.peg.1995	CDS	PH63_1	2129135	2129788	2	+	654	hypothetical protein	- none -	 	 
fig|1873.144.peg.1996	CDS	PH63_1	2130023	2130472	2	+	450	putative secreted protein	- none -	 	 
fig|1873.144.peg.1997	CDS	PH63_1	2130949	2130635	-1	-	315	Heme-degrading protein MhuD (no EC)	- none -	 	 
fig|1873.144.peg.1998	CDS	PH63_1	2131775	2130978	-2	-	798	Exodeoxyribonuclease III (EC 3.1.11.2)	DNA repair, bacterial	 	 
fig|1873.144.peg.1999	CDS	PH63_1	2132733	2131813	-3	-	921	hypothetical protein	- none -	 	 
fig|1873.144.peg.2000	CDS	PH63_1	2132897	2133019	2	+	123	hypothetical protein	- none -	 	 
fig|1873.144.peg.2001	CDS	PH63_1	2133150	2133875	3	+	726	hypothetical protein	- none -	 	 
fig|1873.144.peg.2002	CDS	PH63_1	2133979	2134122	1	+	144	hypothetical protein	- none -	 	 
fig|1873.144.peg.2003	CDS	PH63_1	2134161	2134919	3	+	759	hypothetical protein	- none -	 	 
fig|1873.144.peg.2004	CDS	PH63_1	2135841	2134990	-3	-	852	Lipoprotein	- none -	 	 
fig|1873.144.peg.2005	CDS	PH63_1	2136657	2136046	-3	-	612	putative membrane protein	- none -	 	 
fig|1873.144.peg.2006	CDS	PH63_1	2136839	2136696	-2	-	144	hypothetical protein	- none -	 	 
fig|1873.144.peg.2007	CDS	PH63_1	2136879	2137736	3	+	858	hypothetical protein	- none -	 	 
fig|1873.144.peg.2008	CDS	PH63_1	2137765	2138028	1	+	264	hypothetical protein	- none -	 	 
fig|1873.144.peg.2009	CDS	PH63_1	2138041	2139453	1	+	1413	Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)	- none -	 	 
fig|1873.144.peg.2010	CDS	PH63_1	2139509	2140474	2	+	966	Glucose-6-phosphate dehydrogenase (coenzyme F420) (EC 1.1.98.2)	- none -	 	 
fig|1873.144.peg.2011	CDS	PH63_1	2141154	2140528	-3	-	627	Sortase and related acyltransferases	- none -	 	 
fig|1873.144.peg.2012	CDS	PH63_1	2142153	2141224	-3	-	930	hypothetical protein	- none -	 	 
fig|1873.144.peg.2013	CDS	PH63_1	2145036	2142424	-3	-	2613	Chitinase (EC 3.2.1.14)	Chitin and N-acetylglucosamine utilization	 	 
fig|1873.144.peg.2014	CDS	PH63_1	2145267	2145992	3	+	726	Serine/threonine phosphatase PPP (EC 3.1.3.16)	- none -	 	 
fig|1873.144.peg.2015	CDS	PH63_1	2148719	2146059	-2	-	2661	ATP-dependent helicase	- none -	 	 
fig|1873.144.peg.2016	CDS	PH63_1	2148948	2148748	-3	-	201	Small DUF397-containing protein	- none -	 	 
fig|1873.144.peg.2017	CDS	PH63_1	2149830	2148988	-3	-	843	Uncharacterized protein with N-terminal Xre-type DNA-binding domain	- none -	 	 
fig|1873.144.peg.2018	CDS	PH63_1	2149972	2150598	1	+	627	hypothetical protein	- none -	 	 
fig|1873.144.peg.2019	CDS	PH63_1	2150643	2152169	3	+	1527	Uncharacterized amino acid permease, GabP family	- none -	 	 
fig|1873.144.peg.2020	CDS	PH63_1	2152166	2152756	2	+	591	Acetyltransferase, GNAT family	- none -	 	 
fig|1873.144.peg.2021	CDS	PH63_1	2153703	2152876	-3	-	828	RNA polymerase sigma factor SigB	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation; <br>Transcription initiation, bacterial sigma factors	 	 
fig|1873.144.peg.2022	CDS	PH63_1	2154080	2154817	2	+	738	hypothetical protein	- none -	 	 
fig|1873.144.peg.2023	CDS	PH63_1	2156435	2154846	-2	-	1590	putative phospholipase D family protein	- none -	 	 
fig|1873.144.peg.2024	CDS	PH63_1	2156577	2156705	3	+	129	hypothetical protein	- none -	 	 
fig|1873.144.peg.2025	CDS	PH63_1	2157760	2156774	-1	-	987	Pirin	- none -	 	 
fig|1873.144.peg.2026	CDS	PH63_1	2158253	2157771	-2	-	483	Transcriptional regulator	- none -	 	 
fig|1873.144.peg.2027	CDS	PH63_1	2159028	2158444	-3	-	585	Putative transmembrane protein	- none -	 	 
fig|1873.144.peg.2028	CDS	PH63_1	2159985	2159182	-3	-	804	Transcriptional regulator, Xre family	- none -	 	 
fig|1873.144.peg.2029	CDS	PH63_1	2160195	2160422	3	+	228	hypothetical protein	- none -	 	 
fig|1873.144.peg.2030	CDS	PH63_1	2161838	2160459	-2	-	1380	Endo-1,4-beta-xylanase (EC 3.2.1.8)	- none -	 	 
fig|1873.144.peg.2031	CDS	PH63_1	2162009	2162524	2	+	516	Phosphoesterase	- none -	 	 
fig|1873.144.peg.2032	CDS	PH63_1	2162862	2162518	-3	-	345	FIG00817146: hypothetical protein	- none -	 	 
fig|1873.144.peg.2033	CDS	PH63_1	2162898	2163836	3	+	939	Renalase (EC 1.6.3.5), oxidases 1,2-dihydro- and 1,6-dihydro- beta-NAD(P)H isomers back to NAD(P)	- none -	 	 
fig|1873.144.peg.2034	CDS	PH63_1	2165165	2163876	-2	-	1290	Na+/H+ antiporter	- none -	 	 
fig|1873.144.peg.2035	CDS	PH63_1	2165948	2165271	-2	-	678	HAD-superfamily hydrolase, subfamily IA, variant 3	- none -	 	 
fig|1873.144.peg.2036	CDS	PH63_1	2168047	2165990	-1	-	2058	Serine phosphatase RsbU, regulator of sigma subunit	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation	 	 
fig|1873.144.peg.2037	CDS	PH63_1	2168306	2169172	2	+	867	CmpX	- none -	 	 
fig|1873.144.peg.2038	CDS	PH63_1	2169712	2169335	-1	-	378	hypothetical protein	- none -	 	 
fig|1873.144.peg.2039	CDS	PH63_1	2169875	2170324	2	+	450	hypothetical protein	- none -	 	 
fig|1873.144.peg.2040	CDS	PH63_1	2172173	2170404	-2	-	1770	Efflux ABC transporter, permease/ATP-binding protein SCO0742	- none -	 	 
fig|1873.144.peg.2041	CDS	PH63_1	2172263	2172811	2	+	549	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.2042	CDS	PH63_1	2173065	2172853	-3	-	213	hypothetical protein	- none -	 	 
fig|1873.144.peg.2043	CDS	PH63_1	2173220	2174428	2	+	1209	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.2044	CDS	PH63_1	2174739	2174479	-3	-	261	hypothetical protein	- none -	 	 
fig|1873.144.peg.2045	CDS	PH63_1	2175294	2174833	-3	-	462	Uncharacterized 17.2 kDa protein in melC2-rnhH intergenic region (ORF3)	- none -	 	 
fig|1873.144.peg.2046	CDS	PH63_1	2175763	2175347	-1	-	417	hypothetical protein	- none -	 	 
fig|1873.144.peg.2047	CDS	PH63_1	2176816	2175836	-1	-	981	Ribonuclease BN	- none -	 	 
fig|1873.144.peg.2048	CDS	PH63_1	2176977	2177378	3	+	402	hypothetical protein	- none -	 	 
fig|1873.144.peg.2049	CDS	PH63_1	2178873	2177440	-3	-	1434	Aldehyde dehydrogenase	- none -	 	 
fig|1873.144.peg.2050	CDS	PH63_1	2178944	2180548	2	+	1605	Phytoene dehydrogenase and related proteins	- none -	 	 
fig|1873.144.peg.2051	CDS	PH63_1	2181926	2181159	-2	-	768	Glycosyl transferase	- none -	 	 
fig|1873.144.peg.2052	CDS	PH63_1	2183046	2182045	-3	-	1002	Short-chain dehydrogenase/reductase SDR	Transcription repair cluster	 	 
fig|1873.144.peg.2053	CDS	PH63_1	2183489	2183043	-2	-	447	SRPBCC ligand-binding domain protein MSMEG_5401	- none -	 	 
fig|1873.144.peg.2054	CDS	PH63_1	2183676	2185388	3	+	1713	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82); possible Histidinol-phosphatase (EC 3.1.3.15)	- none -	 	 
fig|1873.144.peg.2055	CDS	PH63_1	2185385	2186362	2	+	978	Glycosyltransferase	- none -	 	 
fig|1873.144.peg.2056	CDS	PH63_1	2186347	2187564	1	+	1218	Glycosyltransferase	- none -	 	 
fig|1873.144.peg.2057	CDS	PH63_1	2187564	2188199	3	+	636	D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)	- none -	 	 
fig|1873.144.peg.2058	CDS	PH63_1	2188228	2189802	1	+	1575	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) / D-glycero-beta-D-manno-heptose-7-phosphate kinase (EC 2.7.1.167)	- none -	 	 
fig|1873.144.peg.2059	CDS	PH63_1	2189799	2190500	3	+	702	Short-chain dehydrogenase/reductase SDR	Transcription repair cluster	 	 
fig|1873.144.peg.2060	CDS	PH63_1	2190497	2191450	2	+	954	ADP-heptose--lipooligosaccharide heptosyltransferase II	- none -	 	 
fig|1873.144.peg.2061	CDS	PH63_1	2191434	2192417	3	+	984	DNA topoisomerase IB (poxvirus type) (EC 5.99.1.2)	DNA topoisomerases, Type I, ATP-independent	 	 
fig|1873.144.peg.2062	CDS	PH63_1	2193614	2192634	-2	-	981	Transcriptional regulator, AraC family	- none -	 	 
fig|1873.144.peg.2063	CDS	PH63_1	2194518	2193727	-3	-	792	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.2064	CDS	PH63_1	2194587	2195552	3	+	966	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.144.peg.2065	CDS	PH63_1	2195545	2196318	1	+	774	Efflux ABC transporter, permease protein	- none -	 	 
fig|1873.144.peg.2066	CDS	PH63_1	2196931	2196428	-1	-	504	FIG00814469: hypothetical protein	- none -	 	 
fig|1873.144.peg.2067	CDS	PH63_1	2198706	2196997	-3	-	1710	ATP-dependent DNA helicase RecQ	DNA repair, bacterial RecFOR pathway	 	 
fig|1873.144.peg.2068	CDS	PH63_1	2199738	2198788	-3	-	951	Dehydrogenase	- none -	 	 
fig|1873.144.peg.2069	CDS	PH63_1	2199956	2199834	-2	-	123	hypothetical protein	- none -	 	 
fig|1873.144.peg.2070	CDS	PH63_1	2200135	2201631	1	+	1497	beta-N-acetylglucosaminidase (EC 3.2.1.52)	- none -	 	 
fig|1873.144.peg.2071	CDS	PH63_1	2201924	2201637	-2	-	288	Acetyltransferase, GNAT family	- none -	 	 
fig|1873.144.peg.2072	CDS	PH63_1	2202241	2201921	-1	-	321	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly	 	 
fig|1873.144.peg.2073	CDS	PH63_1	2203146	2202268	-3	-	879	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly	 	 
fig|1873.144.peg.2074	CDS	PH63_1	2203237	2203602	1	+	366	hypothetical protein	- none -	 	 
fig|1873.144.peg.2075	CDS	PH63_1	2203664	2204485	2	+	822	Protein of unknown function DUF1206	- none -	 	 
fig|1873.144.peg.2076	CDS	PH63_1	2204568	2205764	3	+	1197	Membrane protein	- none -	 	 
fig|1873.144.peg.2077	CDS	PH63_1	2206147	2206581	1	+	435	Integral membrane protein	- none -	 	 
fig|1873.144.peg.2078	CDS	PH63_1	2206578	2206928	3	+	351	DNA mismatch repair protein MutS, putative	- none -	 	 
fig|1873.144.peg.2079	CDS	PH63_1	2206925	2207197	2	+	273	Integral membrane protein	- none -	 	 
fig|1873.144.peg.2080	CDS	PH63_1	2207488	2207691	1	+	204	Cold shock protein of CSP family	- none -	 	 
fig|1873.144.peg.2081	CDS	PH63_1	2208066	2207872	-3	-	195	hypothetical protein	- none -	 	 
fig|1873.144.peg.2082	CDS	PH63_1	2209090	2208107	-1	-	984	Putative oxidoreducatse SCO7286	- none -	 	 
fig|1873.144.peg.2083	CDS	PH63_1	2209176	2209973	3	+	798	Trans-aconitate 2-methyltransferase (EC 2.1.1.144)	- none -	 	 
fig|1873.144.peg.2084	CDS	PH63_1	2209970	2210995	2	+	1026	Aminodeoxyfutalosine deaminase (EC 3.5.4.40)	- none -	 	 
fig|1873.144.peg.2085	CDS	PH63_1	2212618	2211230	-1	-	1389	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.144.peg.2086	CDS	PH63_1	2213337	2212648	-3	-	690	Two-component transcriptional response regulator, OmpR family	- none -	 	 
fig|1873.144.peg.2087	CDS	PH63_1	2213411	2214331	2	+	921	Putative hydrolase	- none -	 	 
fig|1873.144.peg.2088	CDS	PH63_1	2215150	2214347	-1	-	804	hypothetical protein	- none -	 	 
fig|1873.144.peg.2089	CDS	PH63_1	2215473	2217473	3	+	2001	Threonyl-tRNA synthetase (EC 6.1.1.3)	tRNA aminoacylation, Thr	 	 
fig|1873.144.peg.2090	CDS	PH63_1	2218265	2217528	-2	-	738	Zinc D-Ala-D-Ala carboxypeptidase (EC 3.4.17.14)	Metallocarboxypeptidases (EC 3.4.17.-)	 	 
fig|1873.144.peg.2091	CDS	PH63_1	2218457	2219002	2	+	546	FIG049476: HIT family protein	- none -	 	 
fig|1873.144.peg.2092	CDS	PH63_1	2219230	2220288	1	+	1059	Aldo/keto reductase	- none -	 	 
fig|1873.144.peg.2093	CDS	PH63_1	2222631	2220469	-3	-	2163	Translation elongation factor G-related protein	Translation elongation factor G family; <br>Translation elongation factors bacterial	 	 
fig|1873.144.peg.2094	CDS	PH63_1	2222771	2222646	-2	-	126	hypothetical protein	- none -	 	 
fig|1873.144.peg.2095	CDS	PH63_1	2222885	2223517	2	+	633	Phosphatidylinositol phosphate synthase @ Archaetidylinositol phosphate synthase (EC 2.7.8.39)	- none -	 	 
fig|1873.144.peg.2096	CDS	PH63_1	2223561	2224493	3	+	933	Lauroyl/myristoyl acyltransferase involved in lipid A biosynthesis (Lauroyl/myristoyl acyltransferase)	- none -	 	 
fig|1873.144.peg.2097	CDS	PH63_1	2224509	2225669	3	+	1161	Phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57)	- none -	 	 
fig|1873.144.peg.2098	CDS	PH63_1	2225673	2226176	3	+	504	FIG019327: membrane domain	- none -	 	 
fig|1873.144.peg.2099	CDS	PH63_1	2226365	2227282	2	+	918	Pyridoxal 5&#39;-phosphate synthase (glutamine hydrolyzing), synthase subunit (EC 4.3.3.6)	- none -	 	 
fig|1873.144.peg.2100	CDS	PH63_1	2227353	2227961	3	+	609	Pyridoxal 5&#39;-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)	- none -	 	 
fig|1873.144.peg.2101	CDS	PH63_1	2228270	2229019	2	+	750	Probable transcriptional regulatory protein YebC	- none -	 	 
fig|1873.144.peg.2102	CDS	PH63_1	2229256	2229921	1	+	666	hypothetical protein	- none -	 	 
fig|1873.144.peg.2103	CDS	PH63_1	2231093	2230029	-2	-	1065	Na+ efflux ABC transporter permease	- none -	 	 
fig|1873.144.peg.2104	CDS	PH63_1	2231992	2231090	-1	-	903	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.144.peg.2105	CDS	PH63_1	2232784	2232065	-1	-	720	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.144.peg.2106	CDS	PH63_1	2234067	2232781	-3	-	1287	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.144.peg.2107	CDS	PH63_1	2235175	2234228	-1	-	948	hypothetical protein	- none -	 	 
fig|1873.144.peg.2108	CDS	PH63_1	2235513	2235172	-3	-	342	Transcriptional regulator, PadR family	CBSS-1352.1.peg.856	 	 
fig|1873.144.peg.2109	CDS	PH63_1	2236257	2235646	-3	-	612	hypothetical protein	- none -	 	 
fig|1873.144.peg.2110	CDS	PH63_1	2236452	2237852	3	+	1401	Serine/threonine protein kinase	- none -	 	 
fig|1873.144.peg.2111	CDS	PH63_1	2238557	2237862	-2	-	696	hypothetical protein	- none -	 	 
fig|1873.144.peg.2112	CDS	PH63_1	2239117	2238554	-1	-	564	hypothetical protein	- none -	 	 
fig|1873.144.peg.2113	CDS	PH63_1	2239388	2242918	2	+	3531	DNA polymerase III alpha subunit (EC 2.7.7.7)	Phage replication	 	 
fig|1873.144.peg.2114	CDS	PH63_1	2242927	2243838	1	+	912	hypothetical protein	- none -	 	 
fig|1873.144.peg.2115	CDS	PH63_1	2243895	2244950	3	+	1056	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly	 	 
fig|1873.144.peg.2116	CDS	PH63_1	2245853	2244993	-2	-	861	hypothetical alanine and valine rich protein	- none -	 	 
fig|1873.144.peg.2117	CDS	PH63_1	2245942	2246157	1	+	216	hypothetical protein	- none -	 	 
fig|1873.144.peg.2118	CDS	PH63_1	2246161	2246922	1	+	762	Broad-specificity amino acid ABC transporter, ATP-binding protein 1	- none -	 	 
fig|1873.144.peg.2119	CDS	PH63_1	2246909	2247601	2	+	693	Broad-specificity amino acid ABC transporter, ATP-binding protein 2	- none -	 	 
fig|1873.144.peg.2120	CDS	PH63_1	2247648	2248901	3	+	1254	Broad-specificity amino acid ABC transporter, substrate-binding protein	- none -	 	 
fig|1873.144.peg.2121	CDS	PH63_1	2248898	2249779	2	+	882	Broad-specificity amino acid ABC transporter, permease protein 1	- none -	 	 
fig|1873.144.peg.2122	CDS	PH63_1	2249776	2250792	1	+	1017	Broad-specificity amino acid ABC transporter, permease protein 2	- none -	 	 
fig|1873.144.peg.2123	CDS	PH63_1	2250842	2251123	2	+	282	hypothetical protein	- none -	 	 
fig|1873.144.peg.2124	CDS	PH63_1	2251423	2251244	-1	-	180	hypothetical protein	- none -	 	 
fig|1873.144.peg.2125	CDS	PH63_1	2252186	2251590	-2	-	597	putative secreted protein	- none -	 	 
fig|1873.144.peg.2126	CDS	PH63_1	2253231	2254799	3	+	1569	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.2127	CDS	PH63_1	2254820	2255419	2	+	600	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.2128	CDS	PH63_1	2257390	2255471	-1	-	1920	Regulator of polyketide synthase expression	- none -	 	 
fig|1873.144.peg.2129	CDS	PH63_1	2258187	2257405	-3	-	783	3-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	Acetyl-CoA fermentation to Butyrate	 	 
fig|1873.144.peg.2130	CDS	PH63_1	2258380	2258907	1	+	528	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	- none -	 	 
fig|1873.144.peg.2131	CDS	PH63_1	2258904	2259506	3	+	603	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	- none -	 	 
fig|1873.144.peg.2132	CDS	PH63_1	2259503	2260573	2	+	1071	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	- none -	 	 
fig|1873.144.peg.2133	CDS	PH63_1	2260712	2261056	2	+	345	Protein translocase subunit YajC	- none -	 	 
fig|1873.144.peg.2134	CDS	PH63_1	2261315	2263246	2	+	1932	Protein translocase subunit SecD	- none -	 	 
