Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.143.peg.2180	CDS	O3_1	2214824	2215471	2	+	648	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.143.peg.2181	CDS	O3_1	2216177	2215560	-2	-	618	DedA protein	DedA family of inner membrane proteins; <br>Uptake of selenate and selenite	 	 
fig|1873.143.peg.2182	CDS	O3_1	2217134	2216226	-2	-	909	Probable (3R)-hydroxyacyl-CoA dehydratase HtdX	- none -	 	 
fig|1873.143.peg.2183	CDS	O3_1	2218489	2217134	-1	-	1356	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35), FabG4	- none -	 	 
fig|1873.143.peg.2184	CDS	O3_1	2218545	2219837	3	+	1293	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9), FadA2	Biotin biosynthesis; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism	 	 
fig|1873.143.peg.2185	CDS	O3_1	2219894	2221558	2	+	1665	Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)	De Novo Purine Biosynthesis; <br>Purine conversions	 	 
fig|1873.143.peg.2186	CDS	O3_1	2222707	2222024	-1	-	684	Trypsin-like protease	- none -	 	 
fig|1873.143.peg.2187	CDS	O3_1	2223074	2223337	2	+	264	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	De Novo Purine Biosynthesis	 	 
fig|1873.143.peg.2188	CDS	O3_1	2223334	2224017	1	+	684	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	De Novo Purine Biosynthesis	 	 
fig|1873.143.peg.2189	CDS	O3_1	2224085	2226805	2	+	2721	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	De Novo Purine Biosynthesis	 	 
fig|1873.143.peg.2190	CDS	O3_1	2226810	2227565	3	+	756	putative lipoprotein	- none -	 	 
fig|1873.143.peg.2191	CDS	O3_1	2229721	2227709	-1	-	2013	hypothetical protein	- none -	 	 
fig|1873.143.peg.2192	CDS	O3_1	2230046	2230177	2	+	132	Uncharacterized protein MSMEG_5817	- none -	 	 
fig|1873.143.peg.2193	CDS	O3_1	2230346	2231887	2	+	1542	Amidophosphoribosyltransferase (EC 2.4.2.14)	De Novo Purine Biosynthesis	 	 
fig|1873.143.peg.2194	CDS	O3_1	2231950	2233104	1	+	1155	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	De Novo Purine Biosynthesis	 	 
fig|1873.143.peg.2195	CDS	O3_1	2233195	2234328	1	+	1134	putative arylsulfatase regulatory protein	- none -	 	 
fig|1873.143.peg.2196	CDS	O3_1	2234297	2234533	2	+	237	hypothetical protein	- none -	 	 
fig|1873.143.peg.2197	CDS	O3_1	2234894	2234679	-2	-	216	Uncharacterized protein SCO4088	- none -	 	 
fig|1873.143.peg.2198	CDS	O3_1	2236275	2235193	-3	-	1083	Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23)	- none -	 	 
fig|1873.143.peg.2199	CDS	O3_1	2236469	2237308	2	+	840	Uncharacterized protein SCO4090	- none -	 	 
fig|1873.143.peg.2200	CDS	O3_1	2237559	2237768	3	+	210	Excisionase/Xis, DNA-binding	- none -	 	 
fig|1873.143.peg.2201	CDS	O3_1	2238238	2237849	-1	-	390	hypothetical protein	- none -	 	 
fig|1873.143.peg.2202	CDS	O3_1	2238283	2239071	1	+	789	SAM-dependent methyltransferase	- none -	 	 
fig|1873.143.peg.2203	CDS	O3_1	2239462	2239160	-1	-	303	FIG00814890: hypothetical protein	- none -	 	 
fig|1873.143.peg.2204	CDS	O3_1	2239636	2240493	1	+	858	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Acetyl-CoA fermentation to Butyrate; <br>Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation	 	 
fig|1873.143.peg.2205	CDS	O3_1	2240546	2241292	2	+	747	Enoyl-CoA hydratase (EC 4.2.1.17)	Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation	 	 
fig|1873.143.peg.2206	CDS	O3_1	2242702	2241359	-1	-	1344	Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)	- none -	 	 
fig|1873.143.peg.2207	CDS	O3_1	2242849	2243247	1	+	399	FIG00816051: hypothetical protein	- none -	 	 
fig|1873.143.peg.2208	CDS	O3_1	2243715	2243302	-3	-	414	hypothetical protein	- none -	 	 
fig|1873.143.peg.2209	CDS	O3_1	2243840	2244547	2	+	708	hypothetical protein	- none -	 	 
fig|1873.143.peg.2210	CDS	O3_1	2245079	2244564	-2	-	516	Ligand-binding SRPBCC domain CalC	- none -	 	 
fig|1873.143.peg.2211	CDS	O3_1	2245256	2246134	2	+	879	FIG00814990: hypothetical protein	- none -	 	 
fig|1873.143.peg.2212	CDS	O3_1	2246239	2246907	1	+	669	hypothetical protein	- none -	 	 
fig|1873.143.peg.2213	CDS	O3_1	2247579	2247878	3	+	300	hypothetical protein	- none -	 	 
fig|1873.143.peg.2214	CDS	O3_1	2249506	2248955	-1	-	552	FIG00817145: hypothetical protein	- none -	 	 
fig|1873.143.peg.2215	CDS	O3_1	2250736	2249786	-1	-	951	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|1873.143.peg.2216	CDS	O3_1	2251346	2250726	-2	-	621	Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)	- none -	 	 
fig|1873.143.peg.2217	CDS	O3_1	2252824	2251343	-1	-	1482	Phytoene dehydrogenase (EC 1.14.99.-)	- none -	 	 
fig|1873.143.peg.2218	CDS	O3_1	2254019	2252853	-2	-	1167	Geranylgeranyl diphosphate synthase (EC 2.5.1.29)	- none -	 	 
fig|1873.143.peg.2219	CDS	O3_1	2254072	2254995	1	+	924	Phytoene synthase (EC 2.5.1.32)	- none -	 	 
fig|1873.143.peg.2220	CDS	O3_1	2254992	2256311	3	+	1320	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DNA repair, bacterial photolyase; <br>EC699-706	 	 
fig|1873.143.peg.2221	CDS	O3_1	2257443	2256370	-3	-	1074	Putative esterase	- none -	 	 
fig|1873.143.peg.2222	CDS	O3_1	2257534	2259009	1	+	1476	PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	Mercuric reductase	 	 
fig|1873.143.peg.2223	CDS	O3_1	2259092	2260093	2	+	1002	Transcriptional regulator, LacI family	- none -	 	 
fig|1873.143.peg.2224	CDS	O3_1	2260365	2261744	3	+	1380	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.143.peg.2225	CDS	O3_1	2261828	2262784	2	+	957	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.143.peg.2226	CDS	O3_1	2262798	2263685	3	+	888	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.143.peg.2227	CDS	O3_1	2263743	2265338	3	+	1596	Alpha-glucosidase (EC 3.2.1.20)	Maltose and Maltodextrin Utilization	 	 
fig|1873.143.peg.2228	CDS	O3_1	2265662	2269141	2	+	3480	secreted glycosyl hydrolase	- none -	 	 
fig|1873.143.peg.2229	CDS	O3_1	2269975	2269211	-1	-	765	Enoyl-CoA hydratase (EC 4.2.1.17) @ Enoyl-CoA hydratase EchA5 (EC 4.2.1.17)	Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation	 	 
fig|1873.143.peg.2230	CDS	O3_1	2270133	2270984	3	+	852	Ferredoxin, 2Fe-2S	Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>Soluble cytochromes and functionally related electron carriers	 	 
fig|1873.143.peg.2231	CDS	O3_1	2272392	2271100	-3	-	1293	putative large membrane protein	- none -	 	 
fig|1873.143.peg.2232	CDS	O3_1	2272856	2272407	-2	-	450	hypothetical protein	- none -	 	 
fig|1873.143.peg.2233	CDS	O3_1	2273320	2272853	-1	-	468	putative membrane protein	- none -	 	 
fig|1873.143.peg.2234	CDS	O3_1	2273760	2273317	-3	-	444	putative membrane protein	- none -	 	 
fig|1873.143.peg.2235	CDS	O3_1	2273969	2273766	-2	-	204	hypothetical protein	- none -	 	 
fig|1873.143.peg.2236	CDS	O3_1	2274888	2274010	-3	-	879	Integral membrane protein	- none -	 	 
fig|1873.143.peg.2237	CDS	O3_1	2275787	2274885	-2	-	903	Integral membrane protein	- none -	 	 
fig|1873.143.peg.2238	CDS	O3_1	2277045	2275792	-3	-	1254	Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	- none -	 	 
fig|1873.143.peg.2239	CDS	O3_1	2278029	2277463	-3	-	567	hypothetical protein	- none -	 	 
fig|1873.143.peg.2240	CDS	O3_1	2278620	2279513	3	+	894	Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)	- none -	 	 
fig|1873.143.peg.2241	CDS	O3_1	2280167	2279544	-2	-	624	putative membrane-associated phospholipid phosphatase, PAP2 superfamily	- none -	 	 
fig|1873.143.peg.2242	CDS	O3_1	2280336	2282735	3	+	2400	Uncharacterized glycosyl hydrolase Rv3401	- none -	 	 
fig|1873.143.peg.2243	CDS	O3_1	2283278	2282739	-2	-	540	hypothetical protein	- none -	 	 
fig|1873.143.peg.2244	CDS	O3_1	2283396	2284559	3	+	1164	hypothetical protein	- none -	 	 
fig|1873.143.peg.2245	CDS	O3_1	2284725	2285288	3	+	564	hypothetical protein	- none -	 	 
fig|1873.143.peg.2246	CDS	O3_1	2285440	2286825	1	+	1386	Bll5714 protein	- none -	 	 
fig|1873.143.peg.2247	CDS	O3_1	2287133	2286864	-2	-	270	hypothetical protein	- none -	 	 
fig|1873.143.peg.2248	CDS	O3_1	2287582	2287400	-1	-	183	hypothetical protein	- none -	 	 
fig|1873.143.peg.2249	CDS	O3_1	2288088	2288630	3	+	543	hypothetical protein	- none -	 	 
fig|1873.143.peg.2250	CDS	O3_1	2289019	2289546	1	+	528	Integrase	- none -	 	 
fig|1873.143.peg.2251	CDS	O3_1	2289609	2290133	3	+	525	hypothetical protein	- none -	 	 
fig|1873.143.peg.2252	CDS	O3_1	2290490	2290347	-2	-	144	hypothetical protein	- none -	 	 
fig|1873.143.peg.2253	CDS	O3_1	2290555	2290857	1	+	303	hypothetical protein	- none -	 	 
fig|1873.143.peg.2254	CDS	O3_1	2291078	2292160	2	+	1083	NAD-dependent epimerase/dehydratase	- none -	 	 
fig|1873.143.peg.2255	CDS	O3_1	2293391	2292174	-2	-	1218	FIG00815828: hypothetical protein	- none -	 	 
fig|1873.143.peg.2256	CDS	O3_1	2294230	2293481	-1	-	750	Integral membrane protein	- none -	 	 
fig|1873.143.peg.2257	CDS	O3_1	2294998	2294279	-1	-	720	Serine/threonine phosphatase PPP (EC 3.1.3.16)	- none -	 	 
fig|1873.143.peg.2258	CDS	O3_1	2295065	2296120	2	+	1056	Transcriptional regulator, LuxR family	- none -	 	 
fig|1873.143.peg.2259	CDS	O3_1	2296614	2296108	-3	-	507	Transcriptional regulator, Xre-family with cupin domain	- none -	 	 
fig|1873.143.peg.2260	CDS	O3_1	2296741	2297964	1	+	1224	Benzoate transport protein	Benzoate degradation	 	 
fig|1873.143.peg.2261	CDS	O3_1	2298371	2298000	-2	-	372	hypothetical protein	- none -	 	 
fig|1873.143.peg.2262	CDS	O3_1	2298669	2298418	-3	-	252	hypothetical protein	- none -	 	 
fig|1873.143.peg.2263	CDS	O3_1	2299210	2298749	-1	-	462	Large-conductance mechanosensitive channel	Potassium homeostasis	 	 
fig|1873.143.peg.2264	CDS	O3_1	2300650	2299250	-1	-	1401	hypothetical protein	- none -	 	 
fig|1873.143.peg.2265	CDS	O3_1	2301228	2300647	-3	-	582	Resolvase	- none -	 	 
fig|1873.143.peg.2266	CDS	O3_1	2301935	2301288	-2	-	648	Transcriptional regulator, GntR family	- none -	 	 
fig|1873.143.peg.2267	CDS	O3_1	2302033	2303154	1	+	1122	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.143.peg.2268	CDS	O3_1	2303521	2303165	-1	-	357	anti-sigma F factor antagonist (spoIIAA-2); anti sigma b factor antagonist RsbV	- none -	 	 
fig|1873.143.peg.2269	CDS	O3_1	2303687	2304547	2	+	861	RsbT co-antagonist protein RsbRA	- none -	 	 
fig|1873.143.peg.2270	CDS	O3_1	2304547	2304957	1	+	411	RsbS, negative regulator of sigma-B	SigmaB stress responce regulation	 	 
fig|1873.143.peg.2271	CDS	O3_1	2304954	2305373	3	+	420	Anti-sigma B factor RsbT	SigmaB stress responce regulation	 	 
fig|1873.143.peg.2272	CDS	O3_1	2305370	2306383	2	+	1014	Anti-sigma B factor RsbT / Phosphoserine phosphatase RsbX (EC 3.1.3.3)	SigmaB stress responce regulation	 	 
fig|1873.143.peg.2273	CDS	O3_1	2306380	2307741	1	+	1362	Putative SigmaB asociated two-component system sensor protein	SigmaB stress responce regulation	 	 
fig|1873.143.peg.2274	CDS	O3_1	2307759	2309282	3	+	1524	Uncharacterized, RsbU-domain-containing protein	- none -	 	 
fig|1873.143.peg.2275	CDS	O3_1	2310275	2309478	-2	-	798	Transcriptional regulator, AraC family	- none -	 	 
fig|1873.143.peg.2276	CDS	O3_1	2310307	2310885	1	+	579	hypothetical protein	- none -	 	 
fig|1873.143.peg.2277	CDS	O3_1	2310947	2311498	2	+	552	Transcriptional regulator, PadR family	CBSS-1352.1.peg.856	 	 
fig|1873.143.peg.2278	CDS	O3_1	2311495	2312196	1	+	702	ABC-type antimicrobial peptide transport system, ATPase component	- none -	 	 
fig|1873.143.peg.2279	CDS	O3_1	2312193	2313716	3	+	1524	hypothetical protein	- none -	 	 
fig|1873.143.peg.2280	CDS	O3_1	2313830	2314252	2	+	423	hypothetical protein	- none -	 	 
fig|1873.143.peg.2281	CDS	O3_1	2314252	2316384	1	+	2133	bi-functional transferase/deacetylase	- none -	 	 
fig|1873.143.peg.2282	CDS	O3_1	2316587	2316411	-2	-	177	hypothetical protein	- none -	 	 
fig|1873.143.peg.2283	CDS	O3_1	2318736	2316640	-3	-	2097	Protease II (EC 3.4.21.83)	- none -	 	 
fig|1873.143.peg.2284	CDS	O3_1	2318824	2320191	1	+	1368	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	Glycolate, glyoxylate interconversions	 	 
fig|1873.143.peg.2285	CDS	O3_1	2320677	2320246	-3	-	432	hypothetical protein	- none -	 	 
fig|1873.143.peg.2286	CDS	O3_1	2322809	2320734	-2	-	2076	Serine phosphatase RsbU, regulator of sigma subunit	SigmaB stress responce regulation	 	 
fig|1873.143.peg.2287	CDS	O3_1	2323013	2322867	-2	-	147	hypothetical protein	- none -	 	 
fig|1873.143.peg.2288	CDS	O3_1	2323036	2327445	1	+	4410	Putative SigmaB asociated two-component system sensor protein	SigmaB stress responce regulation	 	 
fig|1873.143.peg.2289	CDS	O3_1	2327442	2327996	3	+	555	Two-component regulator	- none -	 	 
fig|1873.143.peg.2290	CDS	O3_1	2328515	2328006	-2	-	510	hypothetical protein	- none -	 	 
fig|1873.143.peg.2291	CDS	O3_1	2328607	2329509	1	+	903	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.143.peg.2292	CDS	O3_1	2329506	2331185	3	+	1680	Efflux ABC transporter, permease protein	- none -	 	 
fig|1873.143.peg.2293	CDS	O3_1	2331634	2331473	-1	-	162	hypothetical protein	- none -	 	 
fig|1873.143.peg.2294	CDS	O3_1	2331647	2332984	2	+	1338	Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	- none -	 	 
fig|1873.143.peg.2295	CDS	O3_1	2333050	2333697	1	+	648	Hypothetical, related to broad specificity phosphatases COG0406	- none -	 	 
fig|1873.143.peg.2296	CDS	O3_1	2333697	2334272	3	+	576	Thiol:disulfide oxidoreductase related to ResA	Biogenesis of c-type cytochromes	 	 
fig|1873.143.peg.2297	CDS	O3_1	2334272	2335096	2	+	825	Cytochrome c-type biogenesis protein CcdA (DsbD analog)	Biogenesis of c-type cytochromes; <br>Periplasmic disulfide interchange	 	 
fig|1873.143.peg.2298	CDS	O3_1	2335096	2336760	1	+	1665	Ccs1/ResB-related putative cytochrome C-type biogenesis protein	Biogenesis of c-type cytochromes	 	 
fig|1873.143.peg.2299	CDS	O3_1	2336760	2337743	3	+	984	Cytochrome c-type biogenesis protein CcsA/ResC	Biogenesis of c-type cytochromes	 	 
fig|1873.143.peg.2300	CDS	O3_1	2338362	2337886	-3	-	477	Transcriptional regulator, MarR family	- none -	 	 
fig|1873.143.peg.2301	CDS	O3_1	2338480	2339034	1	+	555	Macrophage infectivity potentiator-related protein	- none -	 	 
fig|1873.143.peg.2302	CDS	O3_1	2339941	2339066	-1	-	876	hypothetical protein	- none -	 	 
fig|1873.143.peg.2303	CDS	O3_1	2340093	2341553	3	+	1461	UbiD family decarboxylase associated with menaquinone via futalosine	- none -	 	 
fig|1873.143.peg.2304	CDS	O3_1	2341553	2342464	2	+	912	Menaquinone via futalosine polyprenyltransferase (MenA homolog)	- none -	 	 
fig|1873.143.peg.2305	CDS	O3_1	2343472	2342483	-1	-	990	Pentalenene synthase (EC 4.2.3.7)	- none -	 	 
fig|1873.143.peg.2306	CDS	O3_1	2343612	2344241	3	+	630	Flavin prenyltransferase UbiX	- none -	 	 
fig|1873.143.peg.2307	CDS	O3_1	2344592	2344326	-2	-	267	Excisionase/Xis, DNA-binding	- none -	 	 
fig|1873.143.peg.2308	CDS	O3_1	2344861	2345322	1	+	462	AsnC-family transcriptional regulator SCO4493, in menaquinone synthesis cluster	- none -	 	 
fig|1873.143.peg.2309	CDS	O3_1	2345408	2346211	2	+	804	FIG00817622: hypothetical protein	- none -	 	 
fig|1873.143.peg.2310	CDS	O3_1	2346243	2347334	3	+	1092	Pyridoxal-5&#39;-phosphate-dependent enzyme beta superfamily (fold type II)	- none -	 	 
fig|1873.143.peg.2311	CDS	O3_1	2348037	2347408	-3	-	630	FIG00816689: hypothetical protein	- none -	 	 
fig|1873.143.peg.2312	CDS	O3_1	2350127	2348136	-2	-	1992	Probable DEAD-box RNA helicase	- none -	 	 
fig|1873.143.peg.2313	CDS	O3_1	2351748	2350567	-3	-	1182	hypothetical protein	- none -	 	 
fig|1873.143.peg.2314	CDS	O3_1	2353361	2351796	-2	-	1566	FIG00815230: hypothetical protein	- none -	 	 
fig|1873.143.peg.2315	CDS	O3_1	2353597	2354766	1	+	1170	Aminodeoxyfutalosine synthase (EC 2.5.1.120)	- none -	 	 
fig|1873.143.peg.2316	CDS	O3_1	2354790	2355227	3	+	438	hypothetical protein	- none -	 	 
fig|1873.143.peg.2317	CDS	O3_1	2355292	2355576	1	+	285	hypothetical protein	- none -	 	 
fig|1873.143.peg.2318	CDS	O3_1	2355652	2356131	1	+	480	hypothetical protein	- none -	 	 
fig|1873.143.peg.2319	CDS	O3_1	2357541	2356186	-3	-	1356	Membrane protein	- none -	 	 
fig|1873.143.peg.2320	CDS	O3_1	2357754	2357629	-3	-	126	hypothetical protein	- none -	 	 
fig|1873.143.peg.2321	CDS	O3_1	2357753	2359630	2	+	1878	Carboxypeptidase T (EC 3.4.17.18)	Metallocarboxypeptidases (EC 3.4.17.-)	 	 
fig|1873.143.peg.2322	CDS	O3_1	2359945	2359775	-1	-	171	hypothetical protein	- none -	 	 
fig|1873.143.peg.2323	CDS	O3_1	2359973	2360908	2	+	936	Vitamin B12 ABC transporter, substrate-binding protein BtuF	- none -	 	 
fig|1873.143.peg.2324	CDS	O3_1	2360922	2362145	3	+	1224	Vitamin B12 ABC transporter, permease protein BtuC	- none -	 	 
fig|1873.143.peg.2325	CDS	O3_1	2362142	2362954	2	+	813	Vitamin B12 ABC transporter, ATP-binding protein BtuD	- none -	 	 
fig|1873.143.peg.2326	CDS	O3_1	2363790	2362984	-3	-	807	Putative hydroxylase	- none -	 	 
fig|1873.143.peg.2327	CDS	O3_1	2366009	2363916	-2	-	2094	ATP/GTP-binding protein	- none -	 	 
fig|1873.143.peg.2328	CDS	O3_1	2366339	2367190	2	+	852	Chorismate dehydratase (EC 4.2.1.151)	- none -	 	 
fig|1873.143.peg.2329	CDS	O3_1	2368256	2367300	-2	-	957	Putative lipoprotein lppW precursor	- none -	 	 
fig|1873.143.peg.2330	CDS	O3_1	2369239	2368256	-1	-	984	Putative lipoprotein lppW precursor	- none -	 	 
fig|1873.143.peg.2331	CDS	O3_1	2369301	2369429	3	+	129	hypothetical protein	- none -	 	 
fig|1873.143.peg.2332	CDS	O3_1	2369547	2370677	3	+	1131	1,2-phenylacetyl-CoA epoxidase, subunit A (EC 1.14.13.149)	- none -	 	 
fig|1873.143.peg.2333	CDS	O3_1	2370674	2370985	2	+	312	1,2-phenylacetyl-CoA epoxidase, subunit B (EC 1.14.13.149)	- none -	 	 
fig|1873.143.peg.2334	CDS	O3_1	2370982	2371707	1	+	726	1,2-phenylacetyl-CoA epoxidase, subunit C (EC 1.14.13.149)	- none -	 	 
fig|1873.143.peg.2335	CDS	O3_1	2371751	2372224	2	+	474	1,2-phenylacetyl-CoA epoxidase, subunit D (EC 1.14.13.149)	- none -	 	 
fig|1873.143.peg.2336	CDS	O3_1	2372221	2373339	1	+	1119	1,2-phenylacetyl-CoA epoxidase, subunit E (EC 1.14.13.149)	- none -	 	 
fig|1873.143.peg.2337	CDS	O3_1	2373521	2374711	2	+	1191	Cyclic dehypoxanthine futalosine synthase (EC 1.21.98.1)	- none -	 	 
fig|1873.143.peg.2338	CDS	O3_1	2374878	2376137	3	+	1260	hypothetical protein	- none -	 	 
fig|1873.143.peg.2339	CDS	O3_1	2376197	2377552	2	+	1356	hypothetical protein	- none -	 	 
fig|1873.143.peg.2340	CDS	O3_1	2377679	2378389	2	+	711	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	- none -	 	 
fig|1873.143.peg.2341	CDS	O3_1	2378553	2378750	3	+	198	hypothetical protein	- none -	 	 
fig|1873.143.peg.2342	CDS	O3_1	2378892	2380169	3	+	1278	Geranylgeranyl/isoprenyl reductase	- none -	 	 
fig|1873.143.peg.2343	CDS	O3_1	2380303	2380668	1	+	366	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2344	CDS	O3_1	2380683	2381360	3	+	678	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2345	CDS	O3_1	2381357	2382094	2	+	738	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2346	CDS	O3_1	2382091	2383416	1	+	1326	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2347	CDS	O3_1	2383413	2384570	3	+	1158	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2348	CDS	O3_1	2384567	2385883	2	+	1317	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2349	CDS	O3_1	2385883	2388405	1	+	2523	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2350	CDS	O3_1	2388402	2389748	3	+	1347	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2351	CDS	O3_1	2389750	2390391	1	+	642	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2352	CDS	O3_1	2390388	2391158	3	+	771	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2353	CDS	O3_1	2391155	2391454	2	+	300	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.143.peg.2354	CDS	O3_1	2391467	2393392	2	+	1926	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
